-8.439370394093169631e-04,-2.167213609549942938e-03,1.000000000000000056e-01
-3.310160030649721618e-04,-3.879570790081761020e-03,1.000000000000000056e-01
5.675435814916282833e-04,-4.500795710496213221e-03,1.000000000000000056e-01
1.594153401032414588e-03,-3.250101280297730804e-03,1.000000000000000056e-01
2.315779260484920540e-03,1.066514443079019181e-04,1.000000000000000056e-01
2.252695226844098498e-03,4.902570882753867591e-03,1.000000000000000056e-01
1.086671846422195345e-03,9.487994519468320384e-03,1.000000000000000056e-01
-1.115483696934042391e-03,1.158142061496437829e-02,1.000000000000000056e-01
-3.762889202446913130e-03,9.077717800460042771e-03,1.000000000000000056e-01
-5.789907132678594193e-03,1.130937876328162207e-03,1.000000000000000056e-01
-5.953900003319554518e-03,-1.088306651764429402e-02,1.000000000000000056e-01
-3.349619492644449401e-03,-2.303691372764226156e-02,1.000000000000000056e-01
2.009062411231229018e-03,-2.959313228409113372e-02,1.000000000000000056e-01
8.787776435599499794e-03,-2.493845894527054255e-02,1.000000000000000056e-01
1.438222044717364992e-02,-6.317499852520493293e-03,1.000000000000000056e-01
1.559715328227231392e-02,2.358385163800865922e-02,1.000000000000000056e-01
9.908776164633202252e-03,5.550468322048165287e-02,1.000000000000000056e-01
-3.032913791111139200e-03,7.510952363680388488e-02,1.000000000000000056e-01
-2.027216459404079449e-02,6.757632251417203251e-02,1.000000000000000056e-01
-3.549046841662342744e-02,2.445321364962627433e-02,1.000000000000000056e-01
-4.052889081144172428e-02,-4.948072409970997315e-02,1.000000000000000056e-01
-2.846437095027079534e-02,-1.326227373956261890e-01,1.000000000000000056e-01
2.538143826219212921e-03,-1.893867467886027889e-01,1.000000000000000056e-01
4.609149079645652458e-02,-1.809770567146111453e-01,1.000000000000000056e-01
8.698427352705521975e-02,-8.247606011965591399e-02,1.000000000000000056e-01
1.045223378242845780e-01,9.910516313689010648e-02,1.000000000000000056e-01
7.996977571349783709e-02,3.139992737199364670e-01,1.000000000000000056e-01
6.358550125930313192e-03,4.744510969797961497e-01,1.000000000000000056e-01
-1.029627681709431863e-01,4.797297009836723469e-01,1.000000000000000056e-01
-2.116801264341726663e-01,2.584350502512168246e-01,1.000000000000000056e-01
-2.676479047234480158e-01,-1.844115248141326990e-01,1.000000000000000056e-01
-2.207440410185956547e-01,-7.358400450901682044e-01,1.000000000000000056e-01
-4.768542737642200019e-02,-1.180920389216963740e+00,1.000000000000000056e-01
2.249481261807859955e-01,-1.260062219315219556e+00,1.000000000000000056e-01
5.112631018225247681e-01,-7.730611428352842651e-01,1.000000000000000056e-01
6.807094817019333499e-01,2.990068234635087641e-01,1.000000000000000056e-01
6.005533681223984566e-01,1.704284994631035666e+00,1.000000000000000056e-01
1.982452470823365120e-01,2.920117259077386063e+00,1.000000000000000056e-01
-4.772452112803836632e-01,3.282240500253621907e+00,1.000000000000000056e-01
-1.224854180814085147e+00,2.238897112276367007e+00,1.000000000000000056e-01
-1.719852487787911111e+00,-3.359373951196404362e-01,1.000000000000000056e-01
-1.613904305875021761e+00,-3.893435883297854172e+00,1.000000000000000056e-01
-6.908063568071572957e-01,-7.172241964328692987e+00,1.000000000000000056e-01
9.716911826854219836e-01,-8.484070555696570537e+00,1.000000000000000056e-01
2.908499769359470744e+00,-6.329807118086864470e+00,1.000000000000000056e-01
4.317183449802528550e+00,-1.988245849335381066e-01,1.000000000000000056e-01
4.291115476447891375e+00,8.748568296424043211e+00,1.000000000000000056e-01
2.205850406594806135e+00,1.749307431493651777e+01,1.000000000000000056e-01
-1.857644384418548178e+00,2.177194705216425064e+01,1.000000000000000056e-01
-6.838492659923188555e+00,1.756111376716677697e+01,1.000000000000000056e-01
